,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,casual,registered,cnt,windspeed
10241,10242,2012-03-07,spring,1,3,19,0,Wednesday,Yes,Clear,0.54,0.5152,0.42,16,345,361,0.3582
10242,10243,2012-03-07,spring,1,3,20,0,Wednesday,Yes,Clear,0.5,0.4848,0.51,18,242,260,0.2537
10243,10244,2012-03-07,spring,1,3,21,0,Wednesday,Yes,Clear,0.44,0.4394,0.62,11,177,188,0.2537
10244,10245,2012-03-07,spring,1,3,22,0,Wednesday,Yes,Clear,0.46,0.4545,0.59,10,149,159,0.2985
10245,10246,2012-03-07,spring,1,3,23,0,Wednesday,Yes,Clear,0.44,0.4394,0.62,4,58,62,0.3284
10246,10247,2012-03-08,spring,1,3,0,0,Thursday,Yes,Clear,0.44,0.4394,0.62,11,35,46,0.3284
10247,10248,2012-03-08,spring,1,3,1,0,Thursday,Yes,Clear,0.46,0.4545,0.63,4,17,21,0.3284
10248,10249,2012-03-08,spring,1,3,2,0,Thursday,Yes,Clear,0.46,0.4545,0.63,6,5,11,0.3881
10249,10250,2012-03-08,spring,1,3,3,0,Thursday,Yes,Clear,0.46,0.4545,0.63,0,3,3,0.3881
10250,10251,2012-03-08,spring,1,3,4,0,Thursday,Yes,Clear,0.44,0.4394,0.72,0,2,2,0.2836
10251,10252,2012-03-08,spring,1,3,5,0,Thursday,Yes,Clear,0.42,0.4242,0.77,1,28,29,0.2239
10252,10253,2012-03-08,spring,1,3,6,0,Thursday,Yes,Clear,0.42,0.4242,0.77,4,105,109,0.2537
10253,10254,2012-03-08,spring,1,3,7,0,Thursday,Yes,Clear,0.42,0.4242,0.77,8,326,334,0.3582
10254,10255,2012-03-08,spring,1,3,8,0,Thursday,Yes,Clear,0.44,0.4394,0.77,12,573,585,0.3881
10255,10256,2012-03-08,spring,1,3,9,0,Thursday,Yes,Clear,0.46,0.4545,0.72,19,282,301,0.4627
10256,10257,2012-03-08,spring,1,3,10,0,Thursday,Yes,Clear,0.5,0.4848,0.68,19,119,138,0.4627
10257,10258,2012-03-08,spring,1,3,11,0,Thursday,Yes,Cloudy,0.54,0.5152,0.6,48,156,204,0.4627
10258,10259,2012-03-08,spring,1,3,12,0,Thursday,Yes,Cloudy,0.56,0.5303,0.6,27,224,251,0.4478
10259,10260,2012-03-08,spring,1,3,13,0,Thursday,Yes,Cloudy,0.6,0.6212,0.49,35,198,233,0.6418
10260,10261,2012-03-08,spring,1,3,14,0,Thursday,Yes,Cloudy,0.62,0.6212,0.43,48,155,203,0.6418
10261,10262,2012-03-08,spring,1,3,15,0,Thursday,Yes,Clear,0.64,0.6212,0.38,24,161,185,0.6866
10262,10263,2012-03-08,spring,1,3,16,0,Thursday,Yes,Cloudy,0.62,0.6212,0.41,37,305,342,0.6418
10263,10264,2012-03-08,spring,1,3,17,0,Thursday,Yes,Clear,0.62,0.6212,0.38,52,545,597,0.6567
10264,10265,2012-03-08,spring,1,3,18,0,Thursday,Yes,Cloudy,0.62,0.6212,0.38,45,545,590,0.5522
10265,10266,2012-03-08,spring,1,3,19,0,Thursday,Yes,Cloudy,0.6,0.6212,0.4,21,395,416,0.4478
10266,10267,2012-03-08,spring,1,3,20,0,Thursday,Yes,Cloudy,0.6,0.6212,0.43,20,282,302,0.3881
10267,10268,2012-03-08,spring,1,3,21,0,Thursday,Yes,Clear,0.6,0.6212,0.43,27,206,233,0.3881
10268,10269,2012-03-08,spring,1,3,22,0,Thursday,Yes,Clear,0.56,0.5303,0.49,12,141,153,0.3284
10269,10270,2012-03-08,spring,1,3,23,0,Thursday,Yes,Cloudy,0.56,0.5303,0.49,6,88,94,0.4478
10270,10271,2012-03-09,spring,1,3,0,0,Friday,Yes,Cloudy,0.58,0.5455,0.49,3,51,54,0.4627
10271,10272,2012-03-09,spring,1,3,1,0,Friday,Yes,Rainy,0.56,0.5303,0.52,4,22,26,0.4925
10272,10273,2012-03-09,spring,1,3,2,0,Friday,Yes,Rainy,0.48,0.4697,0.77,2,9,11,0.4179
10273,10274,2012-03-09,spring,1,3,3,0,Friday,Yes,Clear,0.46,0.4545,0.77,0,7,7,0.5224
10274,10275,2012-03-09,spring,1,3,4,0,Friday,Yes,Rainy,0.4,0.4091,0.66,0,1,1,0.2836
10275,10276,2012-03-09,spring,1,3,5,0,Friday,Yes,Rainy,0.4,0.4091,0.66,2,27,29,0.2836
10276,10277,2012-03-09,spring,1,3,6,0,Friday,Yes,Cloudy,0.4,0.4091,0.5,2,83,85,0.3582
10277,10278,2012-03-09,spring,1,3,7,0,Friday,Yes,Cloudy,0.38,0.3939,0.4,6,262,268,0.2985
10278,10279,2012-03-09,spring,1,3,8,0,Friday,Yes,Cloudy,0.34,0.2879,0.42,17,484,501,0.5224
10279,10280,2012-03-09,spring,1,3,9,0,Friday,Yes,Cloudy,0.34,0.2879,0.42,17,267,284,0.5224
10280,10281,2012-03-09,spring,1,3,10,0,Friday,Yes,Cloudy,0.34,0.2879,0.36,14,145,159,0.4925
10281,10282,2012-03-09,spring,1,3,11,0,Friday,Yes,Cloudy,0.36,0.3333,0.34,17,170,187,0.3582
10282,10283,2012-03-09,spring,1,3,12,0,Friday,Yes,Clear,0.36,0.3333,0.34,27,174,201,0.4179
10283,10284,2012-03-09,spring,1,3,13,0,Friday,Yes,Cloudy,0.38,0.3939,0.29,49,175,224,0.3881
10284,10285,2012-03-09,spring,1,3,14,0,Friday,Yes,Clear,0.42,0.4242,0.28,49,129,178,0.4627
10285,10286,2012-03-09,spring,1,3,15,0,Friday,Yes,Clear,0.46,0.4545,0.24,50,188,238,0.2537
10286,10287,2012-03-09,spring,1,3,16,0,Friday,Yes,Clear,0.48,0.4697,0.23,51,292,343,0.4179
10287,10288,2012-03-09,spring,1,3,17,0,Friday,Yes,Clear,0.46,0.4545,0.24,68,498,566,0.3881
10288,10289,2012-03-09,spring,1,3,18,0,Friday,Yes,Clear,0.44,0.4394,0.26,30,440,470,0.5224
10289,10290,2012-03-09,spring,1,3,19,0,Friday,Yes,Clear,0.42,0.4242,0.28,12,232,244,0.6119
10290,10291,2012-03-09,spring,1,3,20,0,Friday,Yes,Clear,0.38,0.3939,0.32,3,156,159,0.3582
10291,10292,2012-03-09,spring,1,3,21,0,Friday,Yes,Clear,0.36,0.3333,0.34,8,133,141,0.3284
10292,10293,2012-03-09,spring,1,3,22,0,Friday,Yes,Clear,0.34,0.2879,0.31,7,100,107,0.4925
10293,10294,2012-03-09,spring,1,3,23,0,Friday,Yes,Clear,0.32,0.303,0.33,9,77,86,0.2985
10294,10295,2012-03-10,spring,1,3,0,0,Saturday,No,Clear,0.3,0.2727,0.36,9,68,77,0.3582
10295,10296,2012-03-10,spring,1,3,1,0,Saturday,No,Clear,0.3,0.2879,0.36,1,50,51,0.2537
10296,10297,2012-03-10,spring,1,3,2,0,Saturday,No,Clear,0.26,0.2424,0.41,12,30,42,0.2537
10297,10298,2012-03-10,spring,1,3,3,0,Saturday,No,Clear,0.26,0.2273,0.41,0,16,16,
10298,10299,2012-03-10,spring,1,3,4,0,Saturday,No,Clear,0.24,0.2121,0.41,1,3,4,0.3582
10299,10300,2012-03-10,spring,1,3,5,0,Saturday,No,Clear,0.22,0.2121,0.42,3,7,10,0.2836
10300,10301,2012-03-10,spring,1,3,6,0,Saturday,No,Clear,0.22,0.2121,0.44,1,11,12,0.2836
10301,10302,2012-03-10,spring,1,3,7,0,Saturday,No,Clear,0.22,0.2121,0.44,4,36,40,0.2537
10302,10303,2012-03-10,spring,1,3,8,0,Saturday,No,Clear,0.22,0.2121,0.44,15,96,111,0.2985
10303,10304,2012-03-10,spring,1,3,9,0,Saturday,No,Clear,0.24,0.2121,0.41,21,127,148,0.3284
10304,10305,2012-03-10,spring,1,3,10,0,Saturday,No,Clear,0.26,0.2273,0.35,47,176,223,0.4179
10305,10306,2012-03-10,spring,1,3,11,0,Saturday,No,Clear,0.3,0.2727,0.33,56,218,274,0.3284
10306,10307,2012-03-10,spring,1,3,12,0,Saturday,No,Clear,0.3,0.2727,0.33,88,241,329,0.3284
10307,10308,2012-03-10,spring,1,3,13,0,Saturday,No,Clear,0.32,0.303,0.29,89,268,357,0.2836
10308,10309,2012-03-10,spring,1,3,14,0,Saturday,No,Clear,0.34,0.3182,0.27,117,262,379,0.2836
10309,10310,2012-03-10,spring,1,3,15,0,Saturday,No,Clear,0.34,0.3636,0.25,132,274,406,0.0
10310,10311,2012-03-10,spring,1,3,16,0,Saturday,No,Clear,0.36,0.3636,0.23,115,275,390,0.0
10311,10312,2012-03-10,spring,1,3,17,0,Saturday,No,Clear,0.36,0.3788,0.23,104,250,354,0.0
10312,10313,2012-03-10,spring,1,3,18,0,Saturday,No,Clear,0.36,0.3636,0.21,67,230,297,0.0896
10313,10314,2012-03-10,spring,1,3,19,0,Saturday,No,Clear,0.34,0.3636,0.25,25,159,184,0.0
10314,10315,2012-03-10,spring,1,3,20,0,Saturday,No,Clear,0.32,0.3333,0.33,20,101,121,0.1343
10315,10316,2012-03-10,spring,1,3,21,0,Saturday,No,Clear,0.3,0.2879,0.39,16,94,110,0.2239
10316,10317,2012-03-10,spring,1,3,22,0,Saturday,No,Clear,0.26,0.2576,0.44,19,81,100,0.1642
10317,10318,2012-03-10,spring,1,3,23,0,Saturday,No,Clear,0.26,0.2576,0.41,6,77,83,0.19399999999999998
10318,10319,2012-03-11,spring,1,3,0,0,Sunday,No,Clear,0.26,0.2879,0.44,7,62,69,0.0896
10319,10320,2012-03-11,spring,1,3,1,0,Sunday,No,Clear,0.24,0.2424,0.52,4,57,61,0.1642
10320,10321,2012-03-11,spring,1,3,3,0,Sunday,No,Clear,0.24,0.2424,0.6,15,51,66,0.1343
10321,10322,2012-03-11,spring,1,3,4,0,Sunday,No,Clear,0.24,0.2424,0.6,7,15,22,0.1343
10322,10323,2012-03-11,spring,1,3,5,0,Sunday,No,Clear,0.24,0.2424,0.6,2,5,7,0.1642
10323,10324,2012-03-11,spring,1,3,6,0,Sunday,No,Clear,0.24,0.2424,0.7,2,8,10,0.1642
10324,10325,2012-03-11,spring,1,3,7,0,Sunday,No,Clear,0.22,0.2273,0.69,2,15,17,0.1343
10325,10326,2012-03-11,spring,1,3,8,0,Sunday,No,Clear,0.22,0.2273,0.69,4,68,72,0.1343
10326,10327,2012-03-11,spring,1,3,9,0,Sunday,No,Clear,0.26,0.2576,0.6,20,70,90,0.2239
10327,10328,2012-03-11,spring,1,3,10,0,Sunday,No,Clear,0.32,0.303,0.49,71,147,218,0.2836
10328,10329,2012-03-11,spring,1,3,11,0,Sunday,No,Clear,0.36,0.3333,0.43,90,209,299,0.2836
10329,10330,2012-03-11,spring,1,3,12,0,Sunday,No,Clear,0.4,0.4091,0.37,146,264,410,0.2985
10330,10331,2012-03-11,spring,1,3,13,0,Sunday,No,Clear,0.42,0.4242,0.41,176,288,464,0.2985
10331,10332,2012-03-11,spring,1,3,14,0,Sunday,No,Clear,0.46,0.4545,0.31,212,289,501,0.2836
10332,10333,2012-03-11,spring,1,3,15,0,Sunday,No,Clear,0.5,0.4848,0.29,201,286,487,0.2985
10333,10334,2012-03-11,spring,1,3,16,0,Sunday,No,Clear,0.5,0.4848,0.31,208,301,509,0.3582
10334,10335,2012-03-11,spring,1,3,17,0,Sunday,No,Clear,0.52,0.5,0.27,199,299,498,0.2985
10335,10336,2012-03-11,spring,1,3,18,0,Sunday,No,Clear,0.52,0.5,0.29,133,256,389,0.2836
10336,10337,2012-03-11,spring,1,3,19,0,Sunday,No,Clear,0.5,0.4848,0.31,55,203,258,0.2836
10337,10338,2012-03-11,spring,1,3,20,0,Sunday,No,Clear,0.44,0.4394,0.47,42,129,171,0.2239
10338,10339,2012-03-11,spring,1,3,21,0,Sunday,No,Clear,0.42,0.4242,0.54,37,110,147,0.2239
10339,10340,2012-03-11,spring,1,3,22,0,Sunday,No,Clear,0.4,0.4091,0.54,13,81,94,0.19399999999999998
10340,10341,2012-03-11,spring,1,3,23,0,Sunday,No,Clear,0.4,0.4091,0.5,12,40,52,0.1642
10341,10342,2012-03-12,spring,1,3,0,0,Monday,Yes,Clear,0.38,0.3939,0.54,4,20,24,0.19399999999999998
10342,10343,2012-03-12,spring,1,3,1,0,Monday,Yes,Clear,0.38,0.3939,0.5,1,9,10,0.1343
10343,10344,2012-03-12,spring,1,3,2,0,Monday,Yes,Clear,0.38,0.3939,0.54,4,5,9,0.1045
10344,10345,2012-03-12,spring,1,3,3,0,Monday,Yes,Clear,0.36,0.3485,0.5,0,2,2,0.1343
10345,10346,2012-03-12,spring,1,3,4,0,Monday,Yes,Clear,0.34,0.3333,0.61,0,3,3,0.19399999999999998
10346,10347,2012-03-12,spring,1,3,5,0,Monday,Yes,Clear,0.34,0.3333,0.61,1,15,16,0.19399999999999998
10347,10348,2012-03-12,spring,1,3,6,0,Monday,Yes,Clear,0.34,0.3485,0.57,2,86,88,0.1045
10348,10349,2012-03-12,spring,1,3,7,0,Monday,Yes,Clear,0.34,0.3485,0.53,9,259,268,0.1045
10349,10350,2012-03-12,spring,1,3,8,0,Monday,Yes,Clear,0.34,0.3333,0.61,17,547,564,0.1343
10350,10351,2012-03-12,spring,1,3,9,0,Monday,Yes,Clear,0.38,0.3939,0.54,21,260,281,0.1642
10351,10352,2012-03-12,spring,1,3,10,0,Monday,Yes,Clear,0.4,0.4091,0.5,39,98,137,0.2239
10352,10353,2012-03-12,spring,1,3,11,0,Monday,Yes,Clear,0.44,0.4394,0.44,39,111,150,0.2239
10353,10354,2012-03-12,spring,1,3,12,0,Monday,Yes,Clear,0.48,0.4697,0.39,59,162,221,0.2239
10354,10355,2012-03-12,spring,1,3,13,0,Monday,Yes,Cloudy,0.54,0.5152,0.32,74,176,250,0.2537
10355,10356,2012-03-12,spring,1,3,14,0,Monday,Yes,Cloudy,0.58,0.5455,0.32,76,145,221,0.2836
10356,10357,2012-03-12,spring,1,3,15,0,Monday,Yes,Clear,0.56,0.5303,0.4,74,159,233,0.1343
10357,10358,2012-03-12,spring,1,3,16,0,Monday,Yes,Clear,0.62,0.6212,0.35,77,255,332,0.4478
10358,10359,2012-03-12,spring,1,3,17,0,Monday,Yes,Cloudy,0.62,0.6212,0.38,87,557,644,0.4179
10359,10360,2012-03-12,spring,1,3,18,0,Monday,Yes,Cloudy,0.6,0.6212,0.43,89,623,712,0.19399999999999998
10360,10361,2012-03-12,spring,1,3,19,0,Monday,Yes,Cloudy,0.56,0.5303,0.49,67,379,446,0.2239
10361,10362,2012-03-12,spring,1,3,20,0,Monday,Yes,Cloudy,0.56,0.5303,0.49,49,237,286,0.2239
10362,10363,2012-03-12,spring,1,3,21,0,Monday,Yes,Cloudy,0.54,0.5152,0.56,22,183,205,0.2239
10363,10364,2012-03-12,spring,1,3,22,0,Monday,Yes,Cloudy,0.56,0.5303,0.56,17,116,133,0.2239
10364,10365,2012-03-12,spring,1,3,23,0,Monday,Yes,Clear,0.56,0.5303,0.56,10,53,63,0.2239
10365,10366,2012-03-13,spring,1,3,0,0,Tuesday,Yes,Cloudy,0.56,0.5303,0.52,5,21,26,0.19399999999999998
10366,10367,2012-03-13,spring,1,3,1,0,Tuesday,Yes,Cloudy,0.52,0.5,0.59,2,14,16,0.2239
10367,10368,2012-03-13,spring,1,3,2,0,Tuesday,Yes,Rainy,0.52,0.5,0.72,0,1,1,0.2985
10368,10369,2012-03-13,spring,1,3,3,0,Tuesday,Yes,Rainy,0.52,0.5,0.72,0,2,2,0.2985
10369,10370,2012-03-13,spring,1,3,4,0,Tuesday,Yes,Cloudy,0.46,0.4545,0.82,0,1,1,0.19399999999999998
10370,10371,2012-03-13,spring,1,3,5,0,Tuesday,Yes,Cloudy,0.46,0.4545,0.82,0,24,24,0.19399999999999998
10371,10372,2012-03-13,spring,1,3,6,0,Tuesday,Yes,Rainy,0.46,0.4545,0.82,5,108,113,0.19399999999999998
10372,10373,2012-03-13,spring,1,3,7,0,Tuesday,Yes,Cloudy,0.46,0.4545,0.82,16,292,308,0.2836
10373,10374,2012-03-13,spring,1,3,8,0,Tuesday,Yes,Clear,0.46,0.4545,0.82,22,571,593,0.2836
10374,10375,2012-03-13,spring,1,3,9,0,Tuesday,Yes,Clear,0.48,0.4697,0.82,18,324,342,0.2836
10375,10376,2012-03-13,spring,1,3,10,0,Tuesday,Yes,Clear,0.52,0.5,0.77,28,115,143,0.2239
10376,10377,2012-03-13,spring,1,3,11,0,Tuesday,Yes,Clear,0.54,0.5152,0.73,64,155,219,0.2836
10377,10378,2012-03-13,spring,1,3,12,0,Tuesday,Yes,Clear,0.6,0.6061,0.6,47,197,244,0.2836
10378,10379,2012-03-13,spring,1,3,13,0,Tuesday,Yes,Clear,0.6,0.6061,0.6,53,180,233,0.3881
10379,10380,2012-03-13,spring,1,3,14,0,Tuesday,Yes,Clear,0.64,0.6212,0.53,52,160,212,0.3284
10380,10381,2012-03-13,spring,1,3,15,0,Tuesday,Yes,Clear,0.7,0.6364,0.39,68,196,264,0.2239
10381,10382,2012-03-13,spring,1,3,16,0,Tuesday,Yes,Clear,0.72,0.6515,0.34,53,312,365,0.3881
10382,10383,2012-03-13,spring,1,3,17,0,Tuesday,Yes,Clear,0.7,0.6364,0.37,62,614,676,0.1045
10383,10384,2012-03-13,spring,1,3,18,0,Tuesday,Yes,Clear,0.7,0.6364,0.34,96,638,734,0.2985
10384,10385,2012-03-13,spring,1,3,19,0,Tuesday,Yes,Clear,0.64,0.6212,0.47,50,429,479,0.2239
10385,10386,2012-03-13,spring,1,3,20,0,Tuesday,Yes,Clear,0.6,0.6212,0.49,45,306,351,0.1642
10386,10387,2012-03-13,spring,1,3,21,0,Tuesday,Yes,Clear,0.58,0.5455,0.56,44,200,244,0.1045
10387,10388,2012-03-13,spring,1,3,22,0,Tuesday,Yes,Clear,0.56,0.5303,0.6,24,146,170,0.0896
10388,10389,2012-03-13,spring,1,3,23,0,Tuesday,Yes,Clear,0.56,0.5303,0.56,8,79,87,0.1343
10389,10390,2012-03-14,spring,1,3,0,0,Wednesday,Yes,Clear,0.54,0.5152,0.6,5,34,39,0.1045
10390,10391,2012-03-14,spring,1,3,1,0,Wednesday,Yes,Clear,0.52,0.5,0.63,2,25,27,0.0896
10391,10392,2012-03-14,spring,1,3,2,0,Wednesday,Yes,Clear,0.5,0.4848,0.68,0,2,2,0.19399999999999998
10392,10393,2012-03-14,spring,1,3,3,0,Wednesday,Yes,Clear,0.48,0.4697,0.72,1,3,4,0.19399999999999998
10393,10394,2012-03-14,spring,1,3,4,0,Wednesday,Yes,Clear,0.48,0.4697,0.67,1,4,5,0.0896
10394,10395,2012-03-14,spring,1,3,5,0,Wednesday,Yes,Clear,0.44,0.4394,0.82,2,25,27,0.1343
10395,10396,2012-03-14,spring,1,3,6,0,Wednesday,Yes,Clear,0.44,0.4394,0.82,1,120,121,0.0896
10396,10397,2012-03-14,spring,1,3,7,0,Wednesday,Yes,Clear,0.44,0.4394,0.82,20,348,368,0.1045
10397,10398,2012-03-14,spring,1,3,8,0,Wednesday,Yes,Clear,0.44,0.4394,0.82,34,628,662,0.0
10398,10399,2012-03-14,spring,1,3,9,0,Wednesday,Yes,Clear,0.52,0.5,0.68,26,325,351,0.0
10399,10400,2012-03-14,spring,1,3,10,0,Wednesday,Yes,Clear,0.56,0.5303,0.56,38,150,188,0.1045
10400,10401,2012-03-14,spring,1,3,11,0,Wednesday,Yes,Cloudy,0.62,0.6212,0.41,65,155,220,0.1642
10401,10402,2012-03-14,spring,1,3,12,0,Wednesday,Yes,Cloudy,0.64,0.6212,0.29,55,212,267,0.0
10402,10403,2012-03-14,spring,1,3,13,0,Wednesday,Yes,Clear,0.66,0.6212,0.27,57,197,254,0.2239
10403,10404,2012-03-14,spring,1,3,14,0,Wednesday,Yes,Clear,0.7,0.6364,0.23,61,163,224,0.3284
10404,10405,2012-03-14,spring,1,3,15,0,Wednesday,Yes,Clear,0.7,0.6364,0.24,86,197,283,0.0
10405,10406,2012-03-14,spring,1,3,16,0,Wednesday,Yes,Clear,0.72,0.6364,0.25,78,278,356,0.19399999999999998
10406,10407,2012-03-14,spring,1,3,17,0,Wednesday,Yes,Clear,0.7,0.6364,0.28,140,642,782,0.0896
10407,10408,2012-03-14,spring,1,3,18,0,Wednesday,Yes,Clear,0.7,0.6364,0.32,102,647,749,0.0
10408,10409,2012-03-14,spring,1,3,19,0,Wednesday,Yes,Clear,0.64,0.6212,0.33,70,402,472,0.1642
10409,10410,2012-03-14,spring,1,3,20,0,Wednesday,Yes,Clear,0.62,0.6212,0.35,44,286,330,
10410,10411,2012-03-14,spring,1,3,21,0,Wednesday,Yes,Clear,0.6,0.6212,0.4,47,241,288,0.0896
10411,10412,2012-03-14,spring,1,3,22,0,Wednesday,Yes,Clear,0.52,0.5,0.55,43,159,202,0.1343
10412,10413,2012-03-14,spring,1,3,23,0,Wednesday,Yes,Clear,0.56,0.5303,0.43,19,72,91,0.1642
10413,10414,2012-03-15,spring,1,3,0,0,Thursday,Yes,Clear,0.54,0.5152,0.49,14,46,60,0.1343
10414,10415,2012-03-15,spring,1,3,1,0,Thursday,Yes,Clear,0.5,0.4848,0.59,15,8,23,0.1045
10415,10416,2012-03-15,spring,1,3,2,0,Thursday,Yes,Clear,0.5,0.4848,0.59,14,5,19,0.0
10416,10417,2012-03-15,spring,1,3,3,0,Thursday,Yes,Clear,0.5,0.4848,0.63,0,7,7,0.0
10417,10418,2012-03-15,spring,1,3,4,0,Thursday,Yes,Clear,0.44,0.4394,0.77,11,3,14,0.1045
10418,10419,2012-03-15,spring,1,3,5,0,Thursday,Yes,Clear,0.46,0.4545,0.67,2,24,26,0.0
10419,10420,2012-03-15,spring,1,3,6,0,Thursday,Yes,Clear,0.44,0.4394,0.72,4,113,117,0.0896
10420,10421,2012-03-15,spring,1,3,7,0,Thursday,Yes,Clear,0.44,0.4394,0.72,14,367,381,0.0896
10421,10422,2012-03-15,spring,1,3,8,0,Thursday,Yes,Clear,0.44,0.4394,0.77,21,602,623,0.1045
10422,10423,2012-03-15,spring,1,3,9,0,Thursday,Yes,Clear,0.48,0.4697,0.77,30,285,315,0.0896
10423,10424,2012-03-15,spring,1,3,10,0,Thursday,Yes,Clear,0.52,0.5,0.68,34,130,164,0.1045
10424,10425,2012-03-15,spring,1,3,11,0,Thursday,Yes,Clear,0.56,0.5303,0.6,60,151,211,0.1343
10425,10426,2012-03-15,spring,1,3,12,0,Thursday,Yes,Cloudy,0.62,0.6212,0.5,59,206,265,0.1343
10426,10427,2012-03-15,spring,1,3,13,0,Thursday,Yes,Cloudy,0.66,0.6212,0.41,62,211,273,
10427,10428,2012-03-15,spring,1,3,14,0,Thursday,Yes,Cloudy,0.72,0.6515,0.3,81,177,258,0.1045
10428,10429,2012-03-15,spring,1,3,15,0,Thursday,Yes,Clear,0.72,0.6515,0.32,100,187,287,0.2239
10429,10430,2012-03-15,spring,1,3,16,0,Thursday,Yes,Clear,0.72,0.6515,0.37,95,331,426,0.3881
10430,10431,2012-03-15,spring,1,3,17,0,Thursday,Yes,Clear,0.7,0.6364,0.39,79,634,713,0.2537
10431,10432,2012-03-15,spring,1,3,18,0,Thursday,Yes,Clear,0.66,0.6212,0.44,98,648,746,
10432,10433,2012-03-15,spring,1,3,19,0,Thursday,Yes,Cloudy,0.64,0.6212,0.5,72,353,425,0.19399999999999998
10433,10434,2012-03-15,spring,1,3,20,0,Thursday,Yes,Cloudy,0.58,0.5455,0.6,60,270,330,0.3582
10434,10435,2012-03-15,spring,1,3,21,0,Thursday,Yes,Clear,0.54,0.5152,0.68,36,207,243,0.2836
10435,10436,2012-03-15,spring,1,3,22,0,Thursday,Yes,Clear,0.52,0.5,0.68,32,137,169,0.1343
10436,10437,2012-03-15,spring,1,3,23,0,Thursday,Yes,Clear,0.48,0.4697,0.72,12,85,97,0.19399999999999998
10437,10438,2012-03-16,spring,1,3,0,0,Friday,Yes,Clear,0.44,0.4394,0.77,8,49,57,0.2537
10438,10439,2012-03-16,spring,1,3,1,0,Friday,Yes,Cloudy,0.42,0.4242,0.82,4,22,26,0.3284
10439,10440,2012-03-16,spring,1,3,2,0,Friday,Yes,Cloudy,0.42,0.4242,0.82,0,4,4,0.19399999999999998
10440,10441,2012-03-16,spring,1,3,3,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,0,3,3,0.2836
10441,10442,2012-03-16,spring,1,3,4,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,0,3,3,0.2537
10442,10443,2012-03-16,spring,1,3,5,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,2,30,32,0.2239
10443,10444,2012-03-16,spring,1,3,6,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,3,96,99,0.1642
10444,10445,2012-03-16,spring,1,3,7,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,13,265,278,0.19399999999999998
10445,10446,2012-03-16,spring,1,3,8,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,28,534,562,0.2239
10446,10447,2012-03-16,spring,1,3,9,0,Friday,Yes,Cloudy,0.42,0.4242,0.82,35,277,312,0.0
10447,10448,2012-03-16,spring,1,3,10,0,Friday,Yes,Cloudy,0.4,0.4091,0.87,44,136,180,0.0896
10448,10449,2012-03-16,spring,1,3,11,0,Friday,Yes,Cloudy,0.44,0.4394,0.77,40,167,207,0.0
10449,10450,2012-03-16,spring,1,3,12,0,Friday,Yes,Cloudy,0.44,0.4394,0.82,72,222,294,0.1343
10450,10451,2012-03-16,spring,1,3,13,0,Friday,Yes,Cloudy,0.46,0.4545,0.77,52,208,260,0.0896
10451,10452,2012-03-16,spring,1,3,14,0,Friday,Yes,Cloudy,0.48,0.4697,0.72,56,146,202,0.0
10452,10453,2012-03-16,spring,1,3,15,0,Friday,Yes,Rainy,0.46,0.4545,0.82,19,88,107,0.1045
10453,10454,2012-03-16,spring,1,3,16,0,Friday,Yes,Rainy,0.48,0.4697,0.77,18,111,129,0.0
10454,10455,2012-03-16,spring,1,3,17,0,Friday,Yes,Rainy,0.48,0.4697,0.82,23,235,258,0.0896
10455,10456,2012-03-16,spring,1,3,18,0,Friday,Yes,Rainy,0.48,0.4697,0.82,31,377,408,0.0896
10456,10457,2012-03-16,spring,1,3,19,0,Friday,Yes,Cloudy,0.46,0.4545,0.88,23,273,296,0.0
10457,10458,2012-03-16,spring,1,3,20,0,Friday,Yes,Clear,0.46,0.4545,0.88,31,204,235,0.0
10458,10459,2012-03-16,spring,1,3,21,0,Friday,Yes,Cloudy,0.44,0.4394,0.94,8,144,152,0.0
10459,10460,2012-03-16,spring,1,3,22,0,Friday,Yes,Cloudy,0.44,0.4394,0.94,16,132,148,0.0
10460,10461,2012-03-16,spring,1,3,23,0,Friday,Yes,Cloudy,0.44,0.4394,0.94,22,104,126,0.0
10461,10462,2012-03-17,spring,1,3,0,0,Saturday,No,Cloudy,0.44,0.4394,0.94,13,87,100,0.0896
10462,10463,2012-03-17,spring,1,3,1,0,Saturday,No,Cloudy,0.44,0.4394,0.94,12,57,69,0.0
10463,10464,2012-03-17,spring,1,3,2,0,Saturday,No,Cloudy,0.44,0.4394,0.88,10,32,42,0.0
10464,10465,2012-03-17,spring,1,3,3,0,Saturday,No,Cloudy,0.44,0.4394,0.88,2,24,26,0.0
10465,10466,2012-03-17,spring,1,3,4,0,Saturday,No,Cloudy,0.42,0.4242,0.94,0,2,2,0.0
10466,10467,2012-03-17,spring,1,3,5,0,Saturday,No,Cloudy,0.42,0.4242,0.94,5,3,8,0.0896
10467,10468,2012-03-17,spring,1,3,6,0,Saturday,No,Cloudy,0.42,0.4242,0.94,1,29,30,0.19399999999999998
10468,10469,2012-03-17,spring,1,3,7,0,Saturday,No,Cloudy,0.4,0.4091,1.0,29,57,86,0.1343
