,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6956,6957,2011-10-22,winter,0,10,11,0,Saturday,No,Cloudy,0.44,0.4394,0.62,0.1045,110.0,172.0,282.0
6957,6958,2011-10-22,winter,0,10,12,0,Saturday,No,,0.46,0.4545,0.55,0.0896,132.0,211.0,343.0
6958,6959,2011-10-22,winter,0,10,13,0,Saturday,No,Clear,0.5,0.4848,0.45,0.0,136.0,186.0,322.0
6959,6960,2011-10-22,winter,0,10,14,0,Saturday,No,Cloudy,0.48,0.4697,0.48,0.2239,133.0,177.0,310.0
6960,6961,2011-10-22,winter,0,10,15,0,Saturday,No,Clear,0.48,0.4697,0.51,0.2239,159.0,223.0,382.0
6961,6962,2011-10-22,winter,0,10,16,0,Saturday,No,Clear,0.5,0.4848,0.45,0.19399999999999998,169.0,190.0,359.0
6962,6963,2011-10-22,winter,0,10,17,0,Saturday,No,Clear,0.46,0.4545,0.55,0.1343,143.0,,360.0
6963,6964,2011-10-22,winter,0,10,18,0,Saturday,No,Clear,0.44,0.4394,0.54,0.0896,,224.0,335.0
6964,6965,2011-10-22,winter,0,10,19,0,Saturday,No,,0.44,0.4394,,0.0,47.0,173.0,220.0
6965,6966,2011-10-22,winter,0,10,20,0,Saturday,No,Clear,0.42,0.4242,0.67,0.0,48.0,111.0,159.0
6966,6967,2011-10-22,winter,0,10,21,0,Saturday,No,Clear,0.4,0.4091,0.76,0.0,37.0,,157.0
6967,6968,2011-10-22,winter,0,10,22,0,Saturday,No,Clear,0.4,0.4091,0.76,0.0,30.0,114.0,144.0
6968,6969,2011-10-22,winter,0,10,23,0,Saturday,No,Clear,0.38,0.3939,0.82,0.0,27.0,81.0,108.0
6969,6970,2011-10-23,winter,0,10,0,0,Sunday,No,Clear,0.36,0.3788,0.87,0.0,24.0,64.0,88.0
6970,6971,2011-10-23,winter,0,10,1,0,Sunday,No,Clear,,0.3788,,0.0,11.0,60.0,71.0
6971,6972,2011-10-23,winter,0,10,2,0,Sunday,No,Clear,0.34,0.3485,0.87,0.0896,10.0,40.0,50.0
6972,6973,2011-10-23,winter,0,10,3,0,Sunday,No,Clear,0.34,0.3636,0.87,0.0,15.0,31.0,46.0
6973,6974,2011-10-23,winter,0,10,4,0,Sunday,No,Clear,0.34,0.3636,0.87,0.0,5.0,1.0,6.0
6974,6975,2011-10-23,winter,0,10,5,0,Sunday,No,Clear,,0.3485,,0.0,,2.0,3.0
6975,6976,2011-10-23,winter,0,10,6,0,Sunday,No,Clear,0.32,0.3333,0.87,0.1045,,12.0,12.0
6976,6977,2011-10-23,winter,0,10,7,0,Sunday,No,Clear,0.34,0.3485,0.87,0.0896,3.0,,21.0
6977,6978,2011-10-23,winter,0,10,8,0,Sunday,No,Clear,0.36,0.3485,0.87,0.1343,32.0,56.0,88.0
6978,6979,2011-10-23,winter,0,10,9,0,Sunday,No,,0.4,0.4091,0.76,0.0,48.0,95.0,143.0
6979,6980,2011-10-23,winter,0,10,10,0,Sunday,No,Clear,0.42,0.4242,0.71,0.0896,104.0,185.0,289.0
6980,6981,2011-10-23,winter,0,10,11,0,Sunday,No,,0.46,0.4545,0.72,0.1642,131.0,202.0,333.0
6981,6982,2011-10-23,winter,0,10,12,0,Sunday,No,Clear,0.5,0.4848,0.59,0.2537,164.0,249.0,413.0
6982,6983,2011-10-23,winter,0,10,13,0,Sunday,No,Clear,0.52,0.5,0.55,0.19399999999999998,160.0,255.0,415.0
6983,6984,2011-10-23,winter,0,10,14,0,Sunday,No,Clear,0.52,0.5,0.55,0.2239,192.0,216.0,408.0
6984,6985,2011-10-23,winter,0,10,15,0,Sunday,No,Clear,0.52,0.5,0.52,,171.0,216.0,387.0
6985,6986,2011-10-23,winter,0,10,16,0,Sunday,No,Clear,,0.5,0.55,0.19399999999999998,,,405.0
6986,6987,2011-10-23,winter,0,10,17,0,Sunday,No,Clear,0.5,0.4848,0.63,0.1343,,220.0,340.0
6987,6988,2011-10-23,winter,0,10,18,0,Sunday,No,Clear,0.5,0.4848,0.63,0.1045,88.0,196.0,284.0
6988,6989,2011-10-23,winter,0,10,19,0,Sunday,No,Clear,0.46,0.4545,0.77,0.0,53.0,140.0,193.0
6989,6990,2011-10-23,winter,0,10,20,0,Sunday,No,Clear,0.44,0.4394,0.72,0.0896,32.0,,144.0
6990,6991,2011-10-23,winter,0,10,21,0,Sunday,No,Clear,0.44,0.4394,0.72,0.0896,24.0,75.0,99.0
6991,6992,2011-10-23,winter,0,10,22,0,Sunday,No,Clear,0.42,0.4242,0.77,0.1045,25.0,69.0,94.0
6992,6993,2011-10-23,winter,0,10,23,0,Sunday,No,,0.42,0.4242,,0.1642,18.0,31.0,49.0
6993,6994,2011-10-24,winter,0,10,0,0,Monday,Yes,Clear,0.42,0.4242,0.77,0.0,6.0,26.0,32.0
6994,6995,2011-10-24,winter,0,10,1,0,Monday,Yes,Clear,,0.4091,,0.1343,,8.0,15.0
6995,6996,2011-10-24,winter,0,10,2,0,Monday,Yes,Clear,0.4,0.4091,,0.1045,1.0,6.0,7.0
6996,6997,2011-10-24,winter,0,10,3,0,Monday,Yes,Clear,0.4,0.4091,0.82,0.0896,1.0,3.0,4.0
6997,6998,2011-10-24,winter,0,10,4,0,Monday,Yes,Clear,0.4,0.4091,0.82,,1.0,5.0,6.0
6998,6999,2011-10-24,winter,0,10,5,0,Monday,Yes,Clear,0.38,0.3939,0.87,0.0,2.0,19.0,21.0
6999,7000,2011-10-24,winter,0,10,6,0,Monday,Yes,Clear,,0.4091,,0.1045,,83.0,
7000,7001,2011-10-24,winter,0,10,7,0,Monday,Yes,Cloudy,0.38,0.3939,0.94,0.1045,11.0,274.0,285.0
7001,7002,2011-10-24,winter,0,10,8,0,Monday,Yes,Cloudy,0.42,0.4242,0.88,0.1642,20.0,378.0,398.0
7002,7003,2011-10-24,winter,0,10,9,0,Monday,Yes,Cloudy,0.44,0.4394,0.82,0.1642,29.0,166.0,195.0
7003,7004,2011-10-24,winter,0,10,10,0,Monday,Yes,Cloudy,0.46,0.4545,0.82,0.2537,47.0,82.0,129.0
7004,7005,2011-10-24,winter,0,10,11,0,Monday,Yes,Cloudy,0.5,0.4848,,0.1642,59.0,109.0,168.0
7005,7006,2011-10-24,winter,0,10,12,0,Monday,Yes,Cloudy,0.52,0.5,0.68,0.1045,64.0,156.0,220.0
7006,7007,2011-10-24,winter,0,10,13,0,Monday,Yes,Cloudy,0.54,0.5152,0.64,0.2239,60.0,138.0,198.0
7007,7008,2011-10-24,winter,0,10,14,0,Monday,Yes,Cloudy,0.54,0.5152,0.64,0.19399999999999998,63.0,143.0,206.0
7008,7009,2011-10-24,winter,0,10,15,0,Monday,Yes,Clear,0.56,0.5303,0.6,0.1642,52.0,125.0,177.0
7009,7010,2011-10-24,winter,0,10,16,0,Monday,Yes,Clear,0.54,0.5152,0.64,0.19399999999999998,68.0,242.0,310.0
7010,7011,2011-10-24,winter,0,10,17,0,Monday,Yes,Clear,0.52,0.5,0.68,0.1343,,527.0,
7011,7012,2011-10-24,winter,0,10,18,0,Monday,Yes,Clear,0.54,0.5152,0.6,0.0896,58.0,428.0,486.0
7012,7013,2011-10-24,winter,0,10,19,0,Monday,Yes,Rainy,0.48,0.4697,0.82,0.0,25.0,212.0,237.0
7013,7014,2011-10-24,winter,0,10,20,0,Monday,Yes,Clear,0.48,0.4697,0.82,0.1045,11.0,,129.0
7014,7015,2011-10-24,winter,0,10,21,0,Monday,Yes,Clear,0.46,0.4545,0.87,0.1045,12.0,114.0,126.0
7015,7016,2011-10-24,winter,0,10,22,0,Monday,Yes,Clear,0.48,0.4697,0.75,0.1642,3.0,76.0,
7016,7017,2011-10-24,winter,0,10,23,0,Monday,Yes,Clear,,0.4545,0.77,,9.0,50.0,59.0
7017,7018,2011-10-25,winter,0,10,0,0,Tuesday,Yes,Clear,0.44,0.4394,0.77,0.1343,4.0,26.0,30.0
7018,7019,2011-10-25,winter,0,10,1,0,Tuesday,Yes,Clear,0.44,0.4394,0.77,0.1343,5.0,6.0,11.0
7019,7020,2011-10-25,winter,0,10,2,0,Tuesday,Yes,Clear,0.42,0.4242,0.82,0.1343,2.0,3.0,5.0
7020,7021,2011-10-25,winter,0,10,3,0,Tuesday,Yes,Clear,,0.4091,0.87,0.0,1.0,3.0,4.0
7021,7022,2011-10-25,winter,0,10,4,0,Tuesday,Yes,Clear,0.38,0.3939,0.87,0.1343,0.0,5.0,5.0
7022,7023,2011-10-25,winter,0,10,5,0,Tuesday,Yes,Clear,0.38,0.3939,0.87,0.1343,0.0,24.0,24.0
7023,7024,2011-10-25,winter,0,10,6,0,Tuesday,Yes,,0.38,0.3939,0.82,0.1045,3.0,,98.0
7024,7025,2011-10-25,winter,0,10,7,0,Tuesday,Yes,Clear,0.4,0.4091,0.76,,,,314.0
7025,7026,2011-10-25,winter,0,10,8,0,Tuesday,Yes,Clear,0.44,0.4394,0.72,0.0,25.0,383.0,
7026,7027,2011-10-25,winter,0,10,9,0,Tuesday,Yes,Clear,,,0.55,0.2239,29.0,194.0,223.0
7027,7028,2011-10-25,winter,0,10,10,0,Tuesday,Yes,Clear,0.5,0.4848,0.51,,26.0,102.0,128.0
7028,7029,2011-10-25,winter,0,10,11,0,Tuesday,Yes,Clear,0.52,0.5,0.48,0.2836,46.0,120.0,166.0
7029,7030,2011-10-25,winter,0,10,12,0,Tuesday,Yes,Clear,,0.5152,0.39,0.3582,35.0,165.0,200.0
7030,7031,2011-10-25,winter,0,10,13,0,Tuesday,Yes,Clear,,0.5303,0.37,0.3881,,161.0,198.0
7031,7032,2011-10-25,winter,0,10,14,0,Tuesday,Yes,Clear,0.56,0.5303,0.4,0.2537,66.0,134.0,200.0
7032,7033,2011-10-25,winter,0,10,15,0,Tuesday,Yes,Clear,0.56,0.5303,0.37,0.1045,63.0,171.0,234.0
7033,7034,2011-10-25,winter,0,10,16,0,Tuesday,Yes,Clear,,,0.37,0.19399999999999998,52.0,,285.0
7034,7035,2011-10-25,winter,0,10,17,0,Tuesday,Yes,Clear,0.56,0.5303,,0.1045,68.0,517.0,585.0
7035,7036,2011-10-25,winter,0,10,18,0,Tuesday,Yes,Clear,0.52,,0.42,0.1045,65.0,453.0,518.0
7036,7037,2011-10-25,winter,0,10,19,0,Tuesday,Yes,Clear,0.48,0.4697,0.67,0.19399999999999998,44.0,294.0,338.0
7037,7038,2011-10-25,winter,0,10,20,0,Tuesday,Yes,Clear,,0.4545,0.67,0.1045,40.0,208.0,248.0
7038,7039,2011-10-25,winter,0,10,21,0,Tuesday,Yes,Clear,0.44,0.4394,0.72,0.1343,32.0,169.0,
7039,7040,2011-10-25,winter,0,10,22,0,Tuesday,Yes,Clear,0.46,0.4545,0.67,0.19399999999999998,22.0,148.0,170.0
7040,7041,2011-10-25,winter,0,10,23,0,Tuesday,Yes,Clear,0.44,0.4394,0.72,0.1343,15.0,79.0,94.0
7041,7042,2011-10-26,winter,0,10,0,0,Wednesday,Yes,Clear,0.44,0.4394,0.72,0.19399999999999998,4.0,28.0,32.0
7042,7043,2011-10-26,winter,0,10,1,0,Wednesday,Yes,Clear,0.44,0.4394,0.67,0.2537,3.0,9.0,12.0
7043,7044,2011-10-26,winter,0,10,2,0,Wednesday,Yes,Clear,0.44,0.4394,0.67,0.1642,2.0,1.0,3.0
7044,7045,2011-10-26,winter,0,10,3,0,Wednesday,Yes,Clear,0.44,0.4394,0.67,0.2239,0.0,3.0,3.0
7045,7046,2011-10-26,winter,0,10,4,0,Wednesday,Yes,Clear,0.42,0.4242,0.71,0.2537,0.0,5.0,5.0
7046,7047,2011-10-26,winter,0,10,5,0,Wednesday,Yes,,0.42,0.4242,,,0.0,21.0,21.0
7047,7048,2011-10-26,winter,0,10,6,0,Wednesday,Yes,Clear,0.42,0.4242,0.71,0.2239,,92.0,92.0
7048,7049,2011-10-26,winter,0,10,7,0,Wednesday,Yes,Clear,0.42,0.4242,0.71,0.1642,15.0,284.0,299.0
7049,7050,2011-10-26,winter,0,10,8,0,Wednesday,Yes,Cloudy,0.44,0.4394,0.67,0.19399999999999998,26.0,438.0,464.0
7050,7051,2011-10-26,winter,0,10,9,0,Wednesday,Yes,Cloudy,0.48,0.4697,,0.2239,14.0,226.0,240.0
7051,7052,2011-10-26,winter,0,10,10,0,Wednesday,Yes,Cloudy,0.52,,0.62,,26.0,105.0,131.0
7052,7053,2011-10-26,winter,0,10,11,0,Wednesday,Yes,Clear,0.52,0.5,0.59,0.3284,23.0,132.0,155.0
7053,7054,2011-10-26,winter,0,10,12,0,Wednesday,Yes,Rainy,0.58,0.5455,0.53,0.2239,39.0,155.0,194.0
7054,7055,2011-10-26,winter,0,10,13,0,Wednesday,Yes,Rainy,0.56,0.5303,0.6,0.1045,20.0,62.0,82.0
7055,7056,2011-10-26,winter,0,10,14,0,Wednesday,Yes,Cloudy,0.52,0.5,0.77,0.0,14.0,52.0,66.0
7056,7057,2011-10-26,winter,0,10,15,0,Wednesday,Yes,Cloudy,0.52,0.5,,0.0,11.0,59.0,70.0
7057,7058,2011-10-26,winter,0,10,16,0,Wednesday,Yes,Cloudy,0.52,0.5,0.77,0.0896,17.0,196.0,213.0
7058,7059,2011-10-26,winter,0,10,17,0,Wednesday,Yes,Cloudy,0.52,0.5,0.77,0.1045,40.0,414.0,454.0
7059,7060,2011-10-26,winter,0,10,18,0,Wednesday,Yes,Clear,0.52,0.5,0.77,0.1642,55.0,398.0,453.0
7060,7061,2011-10-26,winter,0,10,19,0,Wednesday,Yes,Clear,0.5,0.4848,0.82,0.0,25.0,306.0,331.0
7061,7062,2011-10-26,winter,0,10,20,0,Wednesday,Yes,Clear,0.5,0.4848,0.88,0.0,27.0,180.0,207.0
7062,7063,2011-10-26,winter,0,10,21,0,Wednesday,Yes,Cloudy,0.52,0.5,0.77,0.0,,140.0,157.0
7063,7064,2011-10-26,winter,0,10,22,0,Wednesday,Yes,Cloudy,0.48,0.4697,0.88,0.0896,23.0,112.0,135.0
7064,7065,2011-10-26,winter,0,10,23,0,Wednesday,Yes,Cloudy,0.48,0.4697,0.88,0.0896,3.0,72.0,75.0
7065,7066,2011-10-27,winter,0,10,0,0,Thursday,Yes,Clear,0.46,0.4545,0.94,0.0,3.0,23.0,26.0
7066,7067,2011-10-27,winter,0,10,1,0,Thursday,Yes,Clear,0.46,0.4545,0.94,0.0,2.0,9.0,11.0
7067,7068,2011-10-27,winter,0,10,2,0,Thursday,Yes,Rainy,0.46,0.4545,0.94,0.0,3.0,5.0,8.0
7068,7069,2011-10-27,winter,0,10,3,0,Thursday,Yes,Rainy,0.46,0.4545,0.94,0.0,1.0,3.0,4.0
7069,7070,2011-10-27,winter,0,10,4,0,Thursday,Yes,Rainy,0.48,0.4697,,,1.0,3.0,4.0
7070,7071,2011-10-27,winter,0,10,5,0,Thursday,Yes,Rainy,0.48,0.4697,0.88,0.0896,1.0,14.0,15.0
7071,7072,2011-10-27,winter,0,10,6,0,Thursday,Yes,Rainy,0.5,0.4848,0.82,0.0,4.0,42.0,46.0
7072,7073,2011-10-27,winter,0,10,7,0,Thursday,Yes,Cloudy,0.46,0.4545,0.94,0.0896,9.0,128.0,137.0
7073,7074,2011-10-27,winter,0,10,8,0,Thursday,Yes,Rainy,0.48,0.4697,0.88,,12.0,304.0,316.0
7074,7075,2011-10-27,winter,0,10,9,0,Thursday,Yes,Cloudy,0.5,0.4848,,0.1642,16.0,,171.0
7075,7076,2011-10-27,winter,0,10,10,0,Thursday,Yes,Rainy,0.5,0.4848,0.88,,10.0,52.0,62.0
7076,7077,2011-10-27,winter,0,10,11,0,Thursday,Yes,Rainy,0.5,0.4848,0.88,0.1343,8.0,44.0,52.0
7077,7078,2011-10-27,winter,0,10,12,0,Thursday,Yes,Rainy,0.5,0.4848,0.88,0.1343,8.0,45.0,53.0
7078,7079,2011-10-27,winter,0,10,13,0,Thursday,Yes,Cloudy,0.5,,0.88,0.1642,10.0,64.0,74.0
7079,7080,2011-10-27,winter,0,10,14,0,Thursday,Yes,Cloudy,0.52,0.5,0.83,0.0,16.0,76.0,92.0
7080,7081,2011-10-27,winter,0,10,15,0,Thursday,Yes,Cloudy,0.52,0.5,0.83,,12.0,95.0,107.0
7081,7082,2011-10-27,winter,0,10,16,0,Thursday,Yes,Cloudy,,0.5303,0.73,0.1642,14.0,193.0,207.0
7082,7083,2011-10-27,winter,0,10,17,0,Thursday,Yes,Cloudy,0.5,0.4848,0.72,0.4627,31.0,291.0,322.0
7083,7084,2011-10-27,winter,0,10,18,0,Thursday,Yes,Cloudy,0.48,0.4697,0.67,0.4627,14.0,226.0,240.0
7084,7085,2011-10-27,winter,0,10,19,0,Thursday,Yes,Cloudy,0.44,0.4394,0.67,0.4627,19.0,200.0,219.0
7085,7086,2011-10-27,winter,0,10,20,0,Thursday,Yes,Clear,0.42,0.4242,0.67,0.4925,11.0,171.0,
7086,7087,2011-10-27,winter,0,10,21,0,Thursday,Yes,Clear,0.4,0.4091,0.62,0.5224,,119.0,132.0
7087,7088,2011-10-27,winter,0,10,22,0,Thursday,Yes,,0.36,0.3182,0.66,0.4925,14.0,97.0,111.0
7088,7089,2011-10-27,winter,0,10,23,0,Thursday,Yes,Clear,,0.303,0.61,0.4179,8.0,,68.0
7089,7090,2011-10-28,winter,0,10,0,0,Friday,Yes,Clear,0.34,0.3182,0.66,0.2537,4.0,40.0,
7090,7091,2011-10-28,winter,0,10,1,0,Friday,Yes,,0.32,0.303,0.66,0.2537,7.0,9.0,
7091,7092,2011-10-28,winter,0,10,2,0,Friday,Yes,Clear,0.32,0.303,0.66,0.2836,1.0,3.0,4.0
7092,7093,2011-10-28,winter,0,10,3,0,Friday,Yes,,0.3,0.2879,0.7,0.2836,4.0,4.0,8.0
7093,7094,2011-10-28,winter,0,10,4,0,Friday,Yes,Clear,,0.2879,0.65,0.2836,5.0,5.0,10.0
7094,7095,2011-10-28,winter,0,10,5,0,Friday,Yes,Cloudy,0.3,0.2879,0.61,0.2537,0.0,,25.0
7095,7096,2011-10-28,winter,0,10,6,0,Friday,Yes,,0.28,,0.65,0.2537,1.0,74.0,75.0
7096,7097,2011-10-28,winter,0,10,7,0,Friday,Yes,Clear,0.28,0.2727,0.65,0.2537,6.0,199.0,
7097,7098,2011-10-28,winter,0,10,8,0,Friday,Yes,Clear,0.3,,0.61,,13.0,361.0,374.0
7098,7099,2011-10-28,winter,0,10,9,0,Friday,Yes,Clear,0.32,,0.57,0.2239,19.0,210.0,229.0
7099,7100,2011-10-28,winter,0,10,10,0,Friday,Yes,Clear,0.34,0.3182,0.57,0.2239,28.0,102.0,
7100,7101,2011-10-28,winter,0,10,11,0,Friday,Yes,Clear,0.36,,0.5,0.2239,40.0,128.0,168.0
7101,7102,2011-10-28,winter,0,10,12,0,Friday,Yes,Cloudy,0.38,,0.4,0.1642,46.0,167.0,213.0
7102,7103,2011-10-28,winter,0,10,13,0,Friday,Yes,Cloudy,0.38,0.3939,0.42,0.2239,43.0,185.0,228.0
7103,7104,2011-10-28,winter,0,10,14,0,Friday,Yes,Cloudy,0.36,0.3485,0.46,0.19399999999999998,33.0,152.0,185.0
7104,7105,2011-10-28,winter,0,10,15,0,Friday,Yes,Cloudy,0.36,0.3333,0.43,0.2537,,171.0,
7105,7106,2011-10-28,winter,0,10,16,0,Friday,Yes,Cloudy,0.36,0.3485,0.46,0.1642,46.0,262.0,308.0
7106,7107,2011-10-28,winter,0,10,17,0,Friday,Yes,Cloudy,0.36,0.3485,0.5,0.1343,,411.0,446.0
7107,7108,2011-10-28,winter,0,10,18,0,Friday,Yes,Cloudy,0.36,0.3485,0.53,,36.0,332.0,
7108,7109,2011-10-28,winter,0,10,19,0,Friday,Yes,Cloudy,0.36,0.3485,0.5,0.1343,16.0,188.0,204.0
7109,7110,2011-10-28,winter,0,10,20,0,Friday,Yes,Rainy,0.34,0.3182,0.61,0.2239,12.0,131.0,143.0
7110,7111,2011-10-28,winter,0,10,21,0,Friday,Yes,Rainy,0.32,0.3182,0.7,0.1642,5.0,69.0,74.0
7111,7112,2011-10-28,winter,0,10,22,0,Friday,Yes,Rainy,0.3,0.2879,0.75,,4.0,,36.0
7112,7113,2011-10-28,winter,0,10,23,0,Friday,Yes,Rainy,0.3,,0.81,0.3284,,31.0,39.0
7113,7114,2011-10-29,winter,0,10,0,0,Saturday,No,Rainy,0.28,0.2576,0.87,0.2985,0.0,,19.0
7114,7115,2011-10-29,winter,0,10,1,0,Saturday,No,Rainy,0.3,0.2727,,0.2985,0.0,18.0,18.0
7115,7116,2011-10-29,winter,0,10,2,0,Saturday,No,Rainy,0.3,0.2727,0.87,,1.0,16.0,17.0
7116,7117,2011-10-29,winter,0,10,3,0,Saturday,No,,0.3,0.2727,,0.4179,0.0,8.0,8.0
7117,7118,2011-10-29,winter,0,10,4,0,Saturday,No,Rainy,0.3,0.2727,0.81,,0.0,1.0,1.0
7118,7119,2011-10-29,winter,0,10,5,0,Saturday,No,Rainy,,0.2273,0.93,0.3582,0.0,1.0,1.0
7119,7120,2011-10-29,winter,0,10,6,0,Saturday,No,Rainy,0.26,0.2273,0.87,,,,5.0
7120,7121,2011-10-29,winter,0,10,7,0,Saturday,No,Rainy,0.26,,0.87,0.3582,1.0,6.0,
7121,7122,2011-10-29,winter,0,10,8,0,Saturday,No,Rainy,0.28,0.2576,0.87,0.3582,,16.0,20.0
7122,7123,2011-10-29,winter,0,10,9,0,Saturday,No,Rainy,0.28,0.2576,0.87,0.3582,1.0,19.0,20.0
7123,7124,2011-10-29,winter,0,10,10,0,Saturday,No,Rainy,0.26,0.2273,0.93,0.3284,0.0,12.0,12.0
7124,7125,2011-10-29,winter,0,10,11,0,Saturday,No,Rainy,0.26,0.2273,0.93,0.3881,1.0,26.0,27.0
7125,7126,2011-10-29,winter,0,10,12,0,Saturday,No,Rainy,0.24,0.19699999999999998,0.87,0.4925,,44.0,50.0
7126,7127,2011-10-29,winter,0,10,13,0,Saturday,No,Rainy,0.24,0.19699999999999998,0.87,0.5224,0.0,30.0,30.0
7127,7128,2011-10-29,winter,0,10,14,0,Saturday,No,Rainy,0.24,0.19699999999999998,,0.4478,0.0,29.0,29.0
7128,7129,2011-10-29,winter,0,10,15,0,Saturday,No,Rainy,0.22,0.2121,0.93,0.2537,3.0,38.0,41.0
7129,7130,2011-10-29,winter,0,10,16,0,Saturday,No,Rainy,,0.19699999999999998,0.93,,3.0,19.0,22.0
7130,7131,2011-10-29,winter,0,10,17,0,Saturday,No,Rainy,0.22,0.19699999999999998,0.93,,3.0,28.0,31.0
7131,7132,2011-10-29,winter,0,10,18,0,Saturday,No,Rainy,0.22,0.19699999999999998,0.93,0.3284,6.0,37.0,43.0
7132,7133,2011-10-29,winter,0,10,19,0,Saturday,No,Clear,,0.2121,0.87,0.3582,3.0,36.0,
7133,7134,2011-10-29,winter,0,10,20,0,Saturday,No,Clear,0.24,0.2121,0.87,0.3582,7.0,40.0,47.0
7134,7135,2011-10-29,winter,0,10,21,0,Saturday,No,Clear,0.24,0.2121,0.87,0.3582,1.0,49.0,50.0
7135,7136,2011-10-29,winter,0,10,22,0,Saturday,No,Clear,0.22,0.2121,0.87,0.2239,10.0,44.0,54.0
7136,7137,2011-10-29,winter,0,10,23,0,Saturday,No,Clear,0.22,0.2273,0.87,,3.0,33.0,36.0
7137,7138,2011-10-30,winter,0,10,0,0,Sunday,No,Clear,0.22,0.2121,0.87,0.2239,7.0,47.0,54.0
7138,7139,2011-10-30,winter,0,10,1,0,Sunday,No,Clear,0.22,0.2121,0.87,0.2537,,34.0,43.0
7139,7140,2011-10-30,winter,0,10,2,0,Sunday,No,Clear,0.22,0.2121,0.87,0.2836,,43.0,50.0
7140,7141,2011-10-30,winter,0,10,3,0,Sunday,No,Clear,0.24,,0.75,0.3582,7.0,26.0,33.0
7141,7142,2011-10-30,winter,0,10,4,0,Sunday,No,Clear,0.22,0.19699999999999998,0.8,0.3284,1.0,10.0,11.0
7142,7143,2011-10-30,winter,0,10,5,0,Sunday,No,Clear,0.24,0.2121,0.75,0.2985,0.0,4.0,4.0
7143,7144,2011-10-30,winter,0,10,6,0,Sunday,No,Clear,0.24,0.2273,0.75,0.2537,2.0,8.0,10.0
7144,7145,2011-10-30,winter,0,10,7,0,Sunday,No,Clear,0.24,0.2879,0.75,0.0,7.0,15.0,22.0
7145,7146,2011-10-30,winter,0,10,8,0,Sunday,No,Clear,0.26,0.2576,0.7,0.2239,20.0,60.0,80.0
7146,7147,2011-10-30,winter,0,10,9,0,Sunday,No,Clear,0.3,0.2879,0.65,0.2537,,92.0,147.0
7147,7148,2011-10-30,winter,0,10,10,0,Sunday,No,Clear,0.32,0.3333,0.61,0.0896,53.0,125.0,178.0
7148,7149,2011-10-30,winter,0,10,11,0,Sunday,No,Clear,0.36,0.3485,0.53,0.2239,58.0,182.0,240.0
7149,7150,2011-10-30,winter,0,10,12,0,Sunday,No,Clear,0.38,0.3939,,0.19399999999999998,85.0,229.0,
7150,7151,2011-10-30,winter,0,10,13,0,Sunday,No,,0.4,0.4091,0.43,0.2239,113.0,232.0,345.0
7151,7152,2011-10-30,winter,0,10,14,0,Sunday,No,Clear,,0.4242,0.38,0.19399999999999998,91.0,209.0,300.0
7152,7153,2011-10-30,winter,0,10,15,0,Sunday,No,Clear,0.42,0.4242,0.35,0.1642,88.0,202.0,290.0
7153,7154,2011-10-30,winter,0,10,16,0,Sunday,No,Clear,0.42,,,0.1343,107.0,213.0,320.0
7154,7155,2011-10-30,winter,0,10,17,0,Sunday,No,Clear,0.4,0.4091,0.35,0.1045,54.0,191.0,245.0
7155,7156,2011-10-30,winter,0,10,18,0,Sunday,No,Clear,0.36,0.3485,0.4,0.1343,51.0,162.0,
7156,7157,2011-10-30,winter,0,10,19,0,Sunday,No,,0.56,0.5303,0.49,0.2985,,125.0,153.0
7157,7158,2011-10-30,winter,0,10,20,0,Sunday,No,Clear,0.34,0.3636,0.57,0.0,18.0,74.0,92.0
7158,7159,2011-10-30,winter,0,10,21,0,Sunday,No,Clear,0.32,0.3485,0.66,0.0,4.0,75.0,
7159,7160,2011-10-30,winter,0,10,22,0,Sunday,No,Clear,0.3,0.3333,0.75,0.0,13.0,58.0,71.0
7160,7161,2011-10-30,winter,0,10,23,0,Sunday,No,Clear,0.26,0.303,0.87,0.0,7.0,30.0,37.0
7161,7162,2011-10-31,winter,0,10,0,0,Monday,Yes,Clear,0.26,0.303,0.87,0.0,3.0,20.0,23.0
7162,7163,2011-10-31,winter,0,10,1,0,Monday,Yes,Clear,,0.303,0.81,0.0,5.0,8.0,13.0
7163,7164,2011-10-31,winter,0,10,2,0,Monday,Yes,Clear,0.24,0.2879,0.87,0.0,0.0,3.0,3.0
7164,7165,2011-10-31,winter,0,10,3,0,Monday,Yes,Clear,0.24,0.2576,0.87,0.1045,,3.0,3.0
7165,7166,2011-10-31,winter,0,10,4,0,Monday,Yes,Clear,0.24,0.2879,0.87,0.0,1.0,,6.0
7166,7167,2011-10-31,winter,0,10,5,0,Monday,Yes,Clear,0.22,0.2727,0.93,0.0,0.0,18.0,18.0
7167,7168,2011-10-31,winter,0,10,6,0,Monday,Yes,,0.24,0.2879,0.87,0.0,4.0,82.0,86.0
7168,7169,2011-10-31,winter,0,10,7,0,Monday,Yes,Clear,0.24,0.2879,0.93,,11.0,216.0,227.0
7169,7170,2011-10-31,winter,0,10,8,0,Monday,Yes,Cloudy,0.28,0.3182,0.87,0.0,,355.0,372.0
7170,7171,2011-10-31,winter,0,10,9,0,Monday,Yes,Cloudy,0.32,0.3182,0.76,0.1642,14.0,197.0,211.0
